Rank,Player,Team,Matches Played,Elims,Avg Dmg Dealt,Damage Dealt,Assists,Knocks,Headshots,KD Ratio,Max Elim Range,Survival Time,Damage Received,Healing Done,Deaths,Smokes Used,Grenades Used,Grenade Elims,Airdrops Taken,Distance Driven,Distance Walked,Distance Traveled,Stage
53.0,Nerpehko,RRQ RYU,6.0,3.0,131.0,791.0,2.0,5.0,0.0,0.5,232.0,4793.0,1215.0,272.0,6.0,1.0,4.0,0.0,0.0,32257.0,6028.0,38285.0,Group B
54.0,RAOUF,Nigma Galaxy,6.0,3.0,123.0,738.0,3.0,1.0,0.0,0.5,81.0,7111.0,1593.0,959.0,6.0,14.0,3.0,0.0,0.0,43275.0,9204.0,52479.0,Group B
55.0,PrEStlGe,R8 Esports,6.0,3.0,107.0,643.0,2.0,4.0,1.0,0.5,218.0,6260.0,1393.0,468.0,6.0,8.0,1.0,0.0,0.0,36510.0,7806.0,44316.0,Group B
56.0,Loco,Hustler Crew,6.0,3.0,104.0,628.0,0.0,3.0,0.0,0.5,373.0,6915.0,1418.0,404.0,6.0,7.0,3.0,0.0,0.0,37940.0,7822.0,45762.0,Group B
57.0,GenFos,RRQ RYU,6.0,2.0,153.0,923.0,0.0,2.0,0.0,0.33,9.0,4695.0,1121.0,179.0,6.0,5.0,2.0,0.0,0.0,14935.0,7812.0,22747.0,Group B
58.0,Lmntrixxx,Wolves Esports,6.0,2.0,139.0,839.0,1.0,1.0,0.0,0.33,225.0,7809.0,2344.0,1477.0,5.0,17.0,11.0,1.0,1.0,36314.0,9847.0,46161.0,Group B
59.0,Kein,FUT Esports,6.0,2.0,107.0,643.0,0.0,2.0,1.0,0.33,277.0,6498.0,1356.0,223.0,6.0,8.0,4.0,0.0,0.0,45562.0,8942.0,54504.0,Group B
60.0,SlaYer,Trained to Kill,6.0,1.0,97.0,582.0,1.0,3.0,0.0,0.17,3.0,6685.0,1208.0,504.0,6.0,10.0,6.0,0.0,0.0,52049.0,6721.0,58770.0,Group B
61.0,Vinnie,Hustler Crew,6.0,1.0,67.0,407.0,0.0,1.0,0.0,0.17,17.0,7890.0,1236.0,685.0,6.0,7.0,3.0,0.0,0.0,30927.0,10238.0,41165.0,Group B
62.0,V3xxy,Bigetron by Vitality,1.0,1.0,64.0,64.0,0.0,1.0,0.0,1.0,316.0,1272.0,325.0,279.0,1.0,1.0,0.0,0.0,0.0,9754.0,1262.0,11016.0,Group B
63.0,KAL3Y,Hustler Crew,6.0,0.0,156.0,938.0,0.0,4.0,0.0,0.0,0.0,7365.0,1130.0,380.0,6.0,8.0,5.0,0.0,0.0,27176.0,8869.0,36045.0,Group B
64.0,Swain,FUT Esports,6.0,0.0,62.0,373.0,3.0,1.0,0.0,0.0,0.0,5692.0,1210.0,309.0,6.0,9.0,4.0,0.0,0.0,32802.0,7530.0,40332.0,Group B
65.0,AaZzMmm,Hustler Crew,6.0,0.0,39.0,236.0,0.0,1.0,0.0,0.0,0.0,6351.0,1360.0,372.0,6.0,10.0,2.0,0.0,0.0,30044.0,6782.0,36826.0,Group B
1.0,Zhius,Team Flash,6.0,18.0,452.0,2712.0,4.0,15.0,5.0,3.0,235.0,8043.0,1122.0,461.0,4.0,20.0,11.0,3.0,0.0,31647.0,11375.0,43022.0,Survival Stage
2.0,FALAK,4Thrives Esports,6.0,15.0,284.0,1707.0,3.0,9.0,4.0,2.5,222.0,7461.0,1876.0,627.0,5.0,20.0,13.0,3.0,1.0,38644.0,11028.0,49672.0,Survival Stage
3.0,Y4SR,AlUla Club Esports,6.0,14.0,390.0,2342.0,5.0,13.0,4.0,2.33,173.0,8171.0,1415.0,609.0,6.0,13.0,6.0,1.0,0.0,48993.0,9090.0,58083.0,Survival Stage
4.0,Focus,GOAT Team,6.0,13.0,342.0,2056.0,4.0,12.0,2.0,2.17,335.0,8327.0,1567.0,658.0,5.0,24.0,17.0,0.0,0.0,44838.0,12016.0,56854.0,Survival Stage
5.0,Vitinn,Loops Esports,6.0,13.0,306.0,1841.0,5.0,9.0,3.0,2.17,216.0,8655.0,1694.0,967.0,6.0,23.0,16.0,1.0,0.0,61016.0,9090.0,70106.0,Survival Stage
6.0,AYATO,GOAT Team,6.0,12.0,433.0,2602.0,8.0,11.0,2.0,2.0,324.0,8444.0,1326.0,611.0,5.0,22.0,20.0,2.0,0.0,41439.0,10251.0,51690.0,Survival Stage
7.0,FORCE,GOAT Team,6.0,12.0,362.0,2175.0,8.0,9.0,2.0,2.0,351.0,8246.0,1631.0,748.0,5.0,18.0,8.0,0.0,0.0,44427.0,9819.0,54246.0,Survival Stage
8.0,NCSSRY,Wolves Esports,6.0,11.0,435.0,2615.0,7.0,12.0,2.0,1.83,207.0,7675.0,1683.0,1042.0,6.0,14.0,14.0,0.0,0.0,25944.0,11359.0,37303.0,Survival Stage
9.0,T24OP,4Thrives Esports,6.0,11.0,386.0,2316.0,8.0,12.0,1.0,1.83,217.0,7722.0,1484.0,756.0,5.0,18.0,7.0,1.0,0.0,45371.0,10031.0,55402.0,Survival Stage
10.0,DORIN23,The Vicious,6.0,11.0,296.0,1779.0,4.0,9.0,2.0,1.83,195.0,7580.0,1091.0,433.0,6.0,7.0,4.0,0.0,2.0,59839.0,7159.0,66998.0,Survival Stage
11.0,SaTaN,Nigma Galaxy,6.0,10.0,279.0,1677.0,6.0,11.0,0.0,1.67,110.0,6938.0,1245.0,500.0,5.0,11.0,18.0,2.0,0.0,28843.0,10784.0,39627.0,Survival Stage
12.0,Masko,721 Esports,6.0,10.0,245.0,1475.0,3.0,7.0,1.0,1.67,251.0,8310.0,1538.0,450.0,6.0,10.0,4.0,1.0,0.0,34027.0,10260.0,44287.0,Survival Stage
13.0,win,Team Flash,6.0,9.0,380.0,2280.0,4.0,10.0,0.0,1.5,366.0,8540.0,1518.0,902.0,4.0,28.0,26.0,1.0,1.0,29710.0,10807.0,40517.0,Survival Stage
14.0,HUZAIFA,4Thrives Esports,6.0,9.0,364.0,2187.0,4.0,11.0,1.0,1.5,71.0,7193.0,1214.0,559.0,5.0,28.0,22.0,2.0,1.0,37904.0,9702.0,47606.0,Survival Stage
15.0,Diego,Loops Esports,6.0,9.0,347.0,2082.0,6.0,9.0,2.0,1.5,127.0,8587.0,1414.0,704.0,6.0,13.0,12.0,1.0,0.0,51333.0,9621.0,60954.0,Survival Stage
16.0,Topz,Team Flash,6.0,9.0,325.0,1950.0,8.0,7.0,3.0,1.5,285.0,7660.0,932.0,384.0,4.0,7.0,11.0,2.0,0.0,48611.0,9072.0,57683.0,Survival Stage
17.0,FrozeNNX,FUT Esports,6.0,9.0,261.0,1570.0,4.0,6.0,1.0,1.5,316.0,6170.0,1385.0,404.0,5.0,12.0,3.0,1.0,0.0,43758.0,7276.0,51034.0,Survival Stage
18.0,LORD,Nigma Galaxy,6.0,8.0,485.0,2913.0,8.0,13.0,3.0,1.33,226.0,7288.0,1683.0,919.0,5.0,9.0,12.0,0.0,0.0,31521.0,10873.0,42394.0,Survival Stage
19.0,Zwolf,FUT Esports,6.0,8.0,284.0,1704.0,6.0,6.0,1.0,1.33,295.0,6199.0,965.0,150.0,5.0,6.0,1.0,0.0,0.0,32465.0,8996.0,41461.0,Survival Stage
20.0,Kein,FUT Esports,6.0,8.0,186.0,1120.0,3.0,5.0,0.0,1.33,214.0,6453.0,1453.0,422.0,5.0,4.0,4.0,0.0,0.0,34938.0,8393.0,43331.0,Survival Stage
21.0,KŁAWSINHO,AlUla Club Esports,6.0,8.0,176.0,1059.0,5.0,9.0,1.0,1.33,69.0,7621.0,1787.0,889.0,6.0,13.0,8.0,2.0,0.0,57788.0,8610.0,66398.0,Survival Stage
22.0,Emre7,IDA Esports,6.0,7.0,312.0,1872.0,3.0,8.0,2.0,1.17,313.0,7518.0,1893.0,931.0,6.0,7.0,14.0,0.0,0.0,49257.0,9693.0,58950.0,Survival Stage
23.0,Fearless,Trained to Kill,6.0,7.0,256.0,1540.0,1.0,6.0,2.0,1.17,196.0,6158.0,1274.0,448.0,6.0,20.0,4.0,0.0,0.0,33673.0,8495.0,42168.0,Survival Stage
24.0,IQ,4Thrives Esports,6.0,7.0,217.0,1307.0,5.0,7.0,3.0,1.17,378.0,6749.0,1911.0,731.0,5.0,14.0,2.0,0.0,1.0,48117.0,7231.0,55348.0,Survival Stage
25.0,MALIK,721 Esports,6.0,6.0,239.0,1438.0,2.0,4.0,0.0,1.0,237.0,7479.0,1725.0,643.0,6.0,19.0,8.0,1.0,0.0,31140.0,7755.0,38895.0,Survival Stage
26.0,R3B,AlUla Club Esports,6.0,6.0,169.0,1015.0,5.0,5.0,1.0,1.0,162.0,7397.0,1626.0,607.0,6.0,16.0,3.0,0.0,0.0,47347.0,10566.0,57913.0,Survival Stage
27.0,Rita,IDA Esports,6.0,6.0,156.0,941.0,0.0,5.0,0.0,1.0,168.0,8144.0,1194.0,617.0,6.0,15.0,12.0,1.0,0.0,56995.0,9883.0,66878.0,Survival Stage
28.0,RuLzSR,Trained to Kill,6.0,6.0,112.0,675.0,0.0,5.0,0.0,1.0,73.0,5458.0,1721.0,659.0,6.0,11.0,2.0,1.0,0.0,32720.0,7849.0,40569.0,Survival Stage
29.0,Bowz,Team Flash,6.0,5.0,374.0,2246.0,9.0,7.0,0.0,0.83,128.0,8797.0,1348.0,760.0,4.0,17.0,9.0,0.0,0.0,36752.0,11032.0,47784.0,Survival Stage
30.0,Swajn,IDA Esports,6.0,5.0,366.0,2201.0,1.0,7.0,3.0,0.83,117.0,7234.0,1498.0,406.0,6.0,3.0,7.0,1.0,0.0,48713.0,8905.0,57618.0,Survival Stage
31.0,Swain,FUT Esports,6.0,5.0,302.0,1815.0,8.0,8.0,0.0,0.83,59.0,6939.0,1190.0,331.0,5.0,12.0,9.0,0.0,2.0,31351.0,8563.0,39914.0,Survival Stage
32.0,Baton,Wolves Esports,6.0,5.0,225.0,1352.0,4.0,10.0,2.0,0.83,242.0,7044.0,1743.0,1100.0,6.0,12.0,6.0,0.0,0.0,31249.0,9595.0,40844.0,Survival Stage
33.0,4YDO,Nigma Galaxy,6.0,5.0,225.0,1355.0,5.0,9.0,2.0,0.83,100.0,7141.0,1653.0,829.0,5.0,17.0,10.0,0.0,0.0,34851.0,7966.0,42817.0,Survival Stage
34.0,SLONIK,Wolves Esports,6.0,5.0,215.0,1294.0,6.0,3.0,0.0,0.83,228.0,6973.0,1274.0,813.0,6.0,10.0,3.0,1.0,0.0,34674.0,9593.0,44267.0,Survival Stage
35.0,Icy,The Vicious,6.0,5.0,205.0,1234.0,3.0,3.0,2.0,0.83,182.0,7806.0,1381.0,785.0,6.0,17.0,2.0,0.0,0.0,44785.0,9445.0,54230.0,Survival Stage
36.0,robbzOP,Boars Gaming,6.0,5.0,197.0,1184.0,3.0,5.0,1.0,0.83,175.0,5997.0,1406.0,541.0,6.0,15.0,11.0,1.0,0.0,20516.0,10351.0,30867.0,Survival Stage
37.0,Rehan,721 Esports,6.0,5.0,164.0,988.0,4.0,4.0,0.0,0.83,140.0,6114.0,1324.0,359.0,6.0,3.0,0.0,0.0,0.0,31691.0,8195.0,39886.0,Survival Stage
38.0,Lmntrixxx,Wolves Esports,6.0,5.0,144.0,866.0,3.0,6.0,0.0,0.83,83.0,6257.0,1348.0,703.0,6.0,8.0,4.0,1.0,0.0,26754.0,8902.0,35656.0,Survival Stage
39.0,Law,Loops Esports,6.0,4.0,283.0,1698.0,6.0,6.0,1.0,0.67,323.0,8496.0,1193.0,350.0,6.0,24.0,11.0,0.0,0.0,46893.0,8482.0,55375.0,Survival Stage
40.0,Coa77,The Vicious,6.0,4.0,282.0,1692.0,8.0,8.0,0.0,0.67,306.0,7775.0,1531.0,881.0,6.0,18.0,2.0,0.0,0.0,49424.0,10155.0,59579.0,Survival Stage
41.0,Quick,AlUla Club Esports,6.0,4.0,278.0,1668.0,9.0,5.0,1.0,0.67,132.0,7013.0,1500.0,1038.0,6.0,14.0,5.0,0.0,1.0,59180.0,6499.0,65679.0,Survival Stage
42.0,REDOX,The Vicious,6.0,4.0,172.0,1037.0,2.0,4.0,1.0,0.67,291.0,6827.0,1249.0,423.0,6.0,9.0,4.0,0.0,0.0,46254.0,7523.0,53777.0,Survival Stage
43.0,Amoori,R8 Esports,6.0,4.0,152.0,916.0,3.0,4.0,0.0,0.67,235.0,6287.0,1374.0,638.0,6.0,8.0,4.0,0.0,0.0,57629.0,6687.0,64316.0,Survival Stage
44.0,ALEKO,721 Esports,6.0,4.0,149.0,895.0,2.0,5.0,0.0,0.67,92.0,6038.0,1519.0,529.0,6.0,10.0,6.0,0.0,0.0,27742.0,10040.0,37782.0,Survival Stage
45.0,Shiva,XForce Rejects,6.0,4.0,131.0,787.0,0.0,3.0,1.0,0.67,119.0,5575.0,922.0,328.0,6.0,4.0,1.0,1.0,0.0,30280.0,5831.0,36111.0,Survival Stage
46.0,RAOUF,Nigma Galaxy,6.0,3.0,199.0,1196.0,2.0,5.0,1.0,0.5,331.0,7074.0,1543.0,856.0,5.0,6.0,9.0,2.0,0.0,29922.0,8738.0,38660.0,Survival Stage
47.0,WAGNERZADA,Boars Gaming,6.0,3.0,182.0,1095.0,0.0,4.0,2.0,0.5,286.0,6806.0,1109.0,461.0,6.0,9.0,10.0,0.0,0.0,22030.0,9047.0,31077.0,Survival Stage
48.0,Igneous,Trained to Kill,6.0,3.0,178.0,1071.0,3.0,4.0,2.0,0.5,86.0,6164.0,1437.0,819.0,6.0,19.0,2.0,0.0,0.0,46032.0,8169.0,54201.0,Survival Stage
49.0,Reverb,XForce Rejects,6.0,3.0,169.0,1014.0,0.0,3.0,1.0,0.5,68.0,7400.0,1406.0,526.0,6.0,16.0,5.0,0.0,0.0,22188.0,9228.0,31416.0,Survival Stage
50.0,Marth,R8 Esports,6.0,3.0,167.0,1002.0,2.0,5.0,1.0,0.5,164.0,6522.0,1295.0,826.0,6.0,20.0,10.0,0.0,0.0,51568.0,7148.0,58716.0,Survival Stage
51.0,Darkin,IDA Esports,6.0,3.0,157.0,943.0,1.0,5.0,1.0,0.5,289.0,6692.0,1583.0,485.0,6.0,16.0,8.0,1.0,0.0,43293.0,7428.0,50721.0,Survival Stage
52.0,Potato,VOIN Esports,6.0,3.0,144.0,864.0,4.0,3.0,1.0,0.5,140.0,7980.0,1291.0,703.0,6.0,7.0,4.0,0.0,1.0,55862.0,8027.0,63889.0,Survival Stage
53.0,Snowix,Boars Gaming,6.0,3.0,139.0,839.0,2.0,2.0,0.0,0.5,91.0,6858.0,1260.0,496.0,6.0,11.0,6.0,0.0,0.0,18672.0,12845.0,31517.0,Survival Stage
54.0,B5eT,R8 Esports,2.0,2.0,312.0,624.0,1.0,3.0,0.0,1.0,10.0,2116.0,355.0,149.0,2.0,6.0,1.0,0.0,0.0,21234.0,2023.0,23257.0,Survival Stage
55.0,Boycil,VOIN Esports,6.0,2.0,186.0,1117.0,1.0,7.0,0.0,0.33,76.0,6872.0,1271.0,672.0,6.0,2.0,9.0,0.0,0.0,44112.0,7416.0,51528.0,Survival Stage
56.0,Rafinha,Loops Esports,6.0,2.0,182.0,1096.0,6.0,2.0,0.0,0.33,73.0,7490.0,1174.0,343.0,6.0,18.0,7.0,0.0,0.0,39235.0,8922.0,48157.0,Survival Stage
57.0,Zeta,VOIN Esports,6.0,2.0,180.0,1082.0,1.0,2.0,0.0,0.33,154.0,6807.0,1495.0,784.0,6.0,7.0,6.0,0.0,2.0,48900.0,8829.0,57729.0,Survival Stage
58.0,MOXXXYY,GOAT Team,6.0,2.0,176.0,1058.0,8.0,2.0,1.0,0.33,187.0,8419.0,1344.0,678.0,5.0,24.0,13.0,0.0,0.0,48836.0,11091.0,59927.0,Survival Stage
59.0,Voxie,VOIN Esports,6.0,2.0,160.0,965.0,2.0,2.0,0.0,0.33,43.0,7857.0,1410.0,857.0,6.0,12.0,3.0,0.0,1.0,42429.0,9252.0,51681.0,Survival Stage
60.0,Baby,XForce Rejects,6.0,2.0,106.0,639.0,0.0,3.0,1.0,0.33,39.0,6410.0,1512.0,514.0,6.0,5.0,5.0,0.0,0.0,23067.0,8490.0,31557.0,Survival Stage
61.0,PrEStlGe,R8 Esports,6.0,1.0,95.0,575.0,2.0,2.0,0.0,0.17,21.0,6065.0,1222.0,308.0,6.0,8.0,4.0,0.0,0.0,50995.0,6963.0,57958.0,Survival Stage
62.0,SKTON,R8 Esports,4.0,1.0,67.0,269.0,1.0,1.0,1.0,0.25,8.0,4309.0,591.0,211.0,4.0,7.0,10.0,0.0,0.0,30633.0,5960.0,36593.0,Survival Stage
63.0,Terminuz,Boars Gaming,6.0,1.0,62.0,376.0,1.0,0.0,0.0,0.17,31.0,6990.0,1397.0,425.0,6.0,7.0,8.0,0.0,0.0,17710.0,9298.0,27008.0,Survival Stage
64.0,Devil,XForce Rejects,6.0,1.0,54.0,327.0,3.0,1.0,0.0,0.17,63.0,6737.0,1401.0,422.0,6.0,5.0,4.0,0.0,0.0,22051.0,10087.0,32138.0,Survival Stage
65.0,SlaYer,Trained to Kill,6.0,0.0,38.0,228.0,2.0,0.0,0.0,0.0,0.0,5296.0,1304.0,373.0,6.0,4.0,5.0,0.0,0.0,47056.0,6201.0,53257.0,Survival Stage
1.0,Kecth,ULF Esports,12.0,27.0,420.0,5043.0,13.0,19.0,4.0,2.25,300.0,16876.0,2924.0,1719.0,11.0,23.0,28.0,5.0,1.0,90013.0,20044.0,110057.0,Grand Finals
2.0,Ayala,FURIA,12.0,22.0,371.0,4463.0,12.0,21.0,3.0,1.83,267.0,15674.0,3930.0,2696.0,10.0,50.0,33.0,3.0,1.0,93375.0,20763.0,114138.0,Grand Finals
3.0,HamsiG,S2G Esports,12.0,22.0,352.0,4232.0,7.0,20.0,3.0,1.83,356.0,15125.0,2955.0,1951.0,11.0,25.0,26.0,2.0,2.0,94693.0,19319.0,114012.0,Grand Finals
4.0,NEOZ,TT Project,12.0,21.0,321.0,3859.0,7.0,21.0,3.0,1.75,256.0,12954.0,2508.0,1131.0,11.0,18.0,11.0,3.0,0.0,80754.0,16393.0,97147.0,Grand Finals
5.0,Silenceee,FURIA,12.0,20.0,335.0,4030.0,15.0,21.0,5.0,1.67,266.0,15232.0,3721.0,2770.0,10.0,25.0,22.0,3.0,1.0,78127.0,22704.0,100831.0,Grand Finals
6.0,T24OP,4Thrives Esports,12.0,20.0,329.0,3951.0,13.0,17.0,4.0,1.67,299.0,14839.0,3008.0,1517.0,9.0,44.0,23.0,1.0,0.0,70141.0,18358.0,88499.0,Grand Finals
7.0,SkY,Horaa Esports,12.0,19.0,373.0,4482.0,10.0,20.0,6.0,1.58,302.0,12380.0,3057.0,1227.0,12.0,25.0,12.0,1.0,0.0,76064.0,16617.0,92681.0,Grand Finals
8.0,IQ,4Thrives Esports,12.0,19.0,349.0,4194.0,12.0,21.0,3.0,1.58,300.0,14589.0,3019.0,1434.0,9.0,36.0,16.0,4.0,0.0,71341.0,20545.0,91886.0,Grand Finals
9.0,Focus,GOAT Team,12.0,19.0,333.0,3998.0,6.0,19.0,4.0,1.58,216.0,15987.0,3250.0,2448.0,12.0,59.0,29.0,3.0,1.0,117246.0,20704.0,137950.0,Grand Finals
10.0,HUZAIFA,4Thrives Esports,12.0,19.0,300.0,3602.0,6.0,17.0,5.0,1.58,225.0,14311.0,3349.0,1195.0,9.0,30.0,21.0,2.0,0.0,77571.0,17513.0,95084.0,Grand Finals
11.0,FALAK,4Thrives Esports,12.0,19.0,297.0,3568.0,10.0,16.0,4.0,1.58,321.0,13381.0,3443.0,1219.0,9.0,52.0,30.0,7.0,0.0,69943.0,19894.0,89837.0,Grand Finals
12.0,Eren7,ULF Esports,12.0,19.0,287.0,3445.0,10.0,17.0,5.0,1.58,255.0,14612.0,2902.0,1154.0,11.0,35.0,19.0,2.0,1.0,78134.0,19587.0,97721.0,Grand Finals
13.0,Scarface,ULF Esports,12.0,18.0,361.0,4333.0,14.0,14.0,6.0,1.5,287.0,15221.0,3453.0,1649.0,11.0,34.0,37.0,3.0,1.0,84489.0,17724.0,102213.0,Grand Finals
14.0,Swash,Gaming Star Esports,12.0,17.0,337.0,4045.0,8.0,22.0,2.0,1.42,236.0,14212.0,2632.0,1210.0,12.0,22.0,13.0,1.0,0.0,64110.0,18585.0,82695.0,Grand Finals
15.0,DOK,Aurora Gaming,12.0,17.0,325.0,3908.0,7.0,17.0,4.0,1.42,235.0,14071.0,3337.0,1613.0,11.0,39.0,28.0,1.0,1.0,87505.0,21044.0,108549.0,Grand Finals
16.0,FORCE,GOAT Team,12.0,17.0,292.0,3511.0,8.0,15.0,1.0,1.42,380.0,15312.0,3441.0,2418.0,12.0,24.0,13.0,1.0,0.0,113621.0,19979.0,133600.0,Grand Finals
17.0,Kamikaze,S2G Esports,12.0,15.0,323.0,3879.0,6.0,19.0,2.0,1.25,147.0,14762.0,3295.0,2491.0,11.0,29.0,15.0,0.0,0.0,104173.0,17700.0,121873.0,Grand Finals
18.0,Yummy,BOOM Esports,12.0,15.0,305.0,3666.0,6.0,15.0,3.0,1.25,306.0,14222.0,2814.0,1514.0,12.0,36.0,13.0,2.0,0.0,84935.0,23574.0,108509.0,Grand Finals
19.0,Jowker,eArena,12.0,15.0,208.0,2507.0,11.0,11.0,6.0,1.25,293.0,14119.0,2904.0,1547.0,11.0,40.0,17.0,1.0,0.0,87340.0,19758.0,107098.0,Grand Finals
20.0,SchwepXz,eArena,12.0,14.0,227.0,2726.0,13.0,12.0,1.0,1.17,274.0,14253.0,2968.0,1452.0,11.0,28.0,11.0,3.0,1.0,90869.0,21753.0,112622.0,Grand Finals
21.0,MORMAN,eArena,12.0,14.0,213.0,2561.0,10.0,10.0,2.0,1.17,153.0,14782.0,2583.0,1798.0,11.0,51.0,17.0,1.0,0.0,81838.0,19070.0,100908.0,Grand Finals
22.0,Okta,BOOM Esports,12.0,13.0,328.0,3941.0,7.0,17.0,0.0,1.08,285.0,13394.0,3139.0,1360.0,12.0,15.0,20.0,5.0,1.0,70188.0,16578.0,86766.0,Grand Finals
23.0,SleepY,Horaa Esports,12.0,13.0,308.0,3698.0,5.0,22.0,3.0,1.08,248.0,11879.0,3229.0,1015.0,12.0,18.0,15.0,1.0,2.0,62918.0,16385.0,79303.0,Grand Finals
24.0,win,Team Flash,12.0,13.0,294.0,3537.0,5.0,15.0,3.0,1.08,388.0,14755.0,2916.0,1286.0,11.0,27.0,18.0,2.0,0.0,81388.0,16576.0,97964.0,Grand Finals
25.0,TernyK,eArena,12.0,13.0,263.0,3158.0,18.0,15.0,2.0,1.08,138.0,14746.0,2417.0,1411.0,11.0,48.0,27.0,5.0,0.0,83053.0,18600.0,101653.0,Grand Finals
26.0,NoFear,Horaa Esports,12.0,13.0,245.0,2944.0,3.0,13.0,2.0,1.08,381.0,13247.0,2905.0,1081.0,12.0,21.0,25.0,3.0,0.0,69636.0,17883.0,87519.0,Grand Finals
27.0,REFUS,Aurora Gaming,12.0,12.0,280.0,3367.0,11.0,17.0,1.0,1.0,204.0,13713.0,2904.0,1250.0,11.0,29.0,18.0,0.0,1.0,71653.0,22345.0,93998.0,Grand Finals
28.0,Elberryl,BOOM Esports,12.0,12.0,270.0,3245.0,8.0,11.0,3.0,1.0,174.0,14454.0,2503.0,1152.0,12.0,42.0,20.0,0.0,0.0,69970.0,19739.0,89709.0,Grand Finals
29.0,Reizy,Bigetron by Vitality,12.0,12.0,248.0,2979.0,9.0,16.0,2.0,1.0,163.0,13796.0,3191.0,1666.0,12.0,37.0,21.0,2.0,1.0,122893.0,14965.0,137858.0,Grand Finals
30.0,Zhius,Team Flash,12.0,12.0,235.0,2821.0,9.0,12.0,2.0,1.0,255.0,15841.0,2581.0,1070.0,11.0,31.0,9.0,0.0,0.0,98402.0,17166.0,115568.0,Grand Finals
31.0,ZERYCH,TT Project,12.0,12.0,231.0,2777.0,10.0,10.0,1.0,1.0,375.0,14155.0,2505.0,897.0,11.0,26.0,12.0,0.0,0.0,68155.0,19403.0,87558.0,Grand Finals
32.0,Higor,FURIA,12.0,12.0,220.0,2644.0,12.0,15.0,0.0,1.0,308.0,14812.0,3489.0,1958.0,10.0,36.0,18.0,2.0,2.0,105304.0,17222.0,122526.0,Grand Finals
33.0,Axel,Bigetron by Vitality,12.0,12.0,194.0,2337.0,6.0,9.0,2.0,1.0,156.0,13940.0,2418.0,1301.0,12.0,29.0,8.0,1.0,0.0,164087.0,11448.0,175535.0,Grand Finals
34.0,Rolex20,Gaming Star Esports,12.0,11.0,325.0,3903.0,9.0,19.0,3.0,0.92,247.0,13384.0,2362.0,1117.0,12.0,18.0,13.0,0.0,0.0,62346.0,18571.0,80917.0,Grand Finals
35.0,MALIK,721 Esports,12.0,11.0,265.0,3190.0,5.0,15.0,2.0,0.92,248.0,12038.0,2964.0,1054.0,12.0,29.0,14.0,0.0,1.0,45528.0,15470.0,60998.0,Grand Finals
36.0,Chieff,FURIA,12.0,11.0,265.0,3190.0,14.0,10.0,3.0,0.92,365.0,14849.0,3167.0,2004.0,10.0,30.0,11.0,0.0,0.0,85893.0,19237.0,105130.0,Grand Finals
37.0,Rehan,721 Esports,12.0,11.0,253.0,3044.0,12.0,10.0,0.0,0.92,250.0,11927.0,2738.0,1227.0,12.0,25.0,15.0,3.0,0.0,47042.0,16946.0,63988.0,Grand Finals
38.0,Masko,721 Esports,12.0,11.0,193.0,2319.0,8.0,14.0,2.0,0.92,308.0,12007.0,2667.0,723.0,12.0,28.0,11.0,0.0,0.0,48435.0,16650.0,65085.0,Grand Finals
39.0,TOP,Aurora Gaming,12.0,10.0,363.0,4356.0,11.0,16.0,2.0,0.83,283.0,14446.0,3442.0,1781.0,11.0,18.0,13.0,0.0,0.0,69304.0,23248.0,92552.0,Grand Finals
40.0,Bowz,Team Flash,12.0,10.0,243.0,2924.0,3.0,14.0,3.0,0.83,269.0,14867.0,2659.0,1054.0,11.0,31.0,8.0,1.0,0.0,67991.0,16599.0,84590.0,Grand Finals
41.0,Reyzak,Bigetron by Vitality,12.0,10.0,204.0,2457.0,9.0,12.0,1.0,0.83,170.0,13658.0,2894.0,2108.0,12.0,22.0,11.0,1.0,0.0,108105.0,15048.0,123153.0,Grand Finals
42.0,Topz,Team Flash,12.0,10.0,189.0,2277.0,6.0,14.0,3.0,0.83,288.0,15849.0,3559.0,1665.0,11.0,8.0,12.0,1.0,2.0,103661.0,19513.0,123174.0,Grand Finals
43.0,EFFECT,TT Project,12.0,9.0,251.0,3012.0,8.0,13.0,2.0,0.75,91.0,14426.0,2626.0,1143.0,11.0,33.0,23.0,1.0,2.0,102981.0,16091.0,119072.0,Grand Finals
44.0,EZ4BADBOY,Geekay Esports,12.0,9.0,208.0,2498.0,5.0,12.0,2.0,0.75,265.0,13519.0,3307.0,1755.0,11.0,10.0,12.0,0.0,1.0,81293.0,18462.0,99755.0,Grand Finals
45.0,SAFG,Geekay Esports,12.0,9.0,185.0,2226.0,4.0,10.0,1.0,0.75,276.0,14183.0,2535.0,1399.0,11.0,17.0,19.0,1.0,0.0,76456.0,18936.0,95392.0,Grand Finals
46.0,EFFYIS,TT Project,12.0,9.0,180.0,2163.0,6.0,10.0,4.0,0.75,287.0,14423.0,2211.0,923.0,11.0,23.0,12.0,1.0,0.0,79646.0,19756.0,99402.0,Grand Finals
47.0,Sanju,BOOM Esports,12.0,9.0,175.0,2108.0,3.0,12.0,2.0,0.75,275.0,15132.0,2217.0,1032.0,12.0,28.0,9.0,1.0,1.0,85815.0,19942.0,105757.0,Grand Finals
48.0,Solkay,S2G Esports,12.0,9.0,174.0,2093.0,4.0,8.0,0.0,0.75,121.0,13779.0,2278.0,1413.0,11.0,11.0,12.0,0.0,0.0,93121.0,16529.0,109650.0,Grand Finals
